"","Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","First.Time.Discloser","Population","City.Location","Sustainability.Targets.Master.Planning","Risk.Assessment.Actions","Nb.Hazards.Type","Hazards.Exposure.Level","Adaptation.Challenges.Health","Adaptation.Challenges.Economic","Adaptation.Challenges.Environment","Adaptation.Challenges.Infrastructure","Adaptation.Challenges.Social","Adaptation.Challenges.Governance","Adaptation.Challenges.Education","Adaptation.Challenges.Level","Risk.Health.System","Nb.Adaptation.Actions","Adaptation.Plan","City.Wide.Emissions.Inventory","GHG.Emissions.Primary.protocol","GHG.Emissions.Evolution","GHG.Emissions.Consumption","GHG.Emissions.External.Verification","GHG.Emissions.Reductions.Targets","Emissions.Reductions.Mitigation.Planning","Opportunities.Collaboration","Renewable.Energy.Target","Electricity.Source.Biomass","Electricity.Source.Coal","Electricity.Source.Gas","Electricity.Source.Geothermal","Electricity.Source.Hydro","Electricity.Source.Nuclear","Electricity.Source.Oil","Electricity.Source.Other","Electricity.Source.Solar","Electricity.Source.Wind","Electricity.Source.Renewable","Energy.Efficnecy.Target","Transport.Mode.Passenger.Public","Transport.Mode.Passenger.Cycling","Transport.Mode.Passenger.Other","Transport.Mode.Passenger.Private.motorized","Transport.Mode.Passenger.Walking","Low.Zero.Emission.Zone","Food.Consumption.Policies","Potable.Water.Supply.Percent","Water.Resource.Management.strategy","lat","long","Country.Code.3"
"186",2020,57347,"Pingtung County Government","Pingtung County","Taiwan, Greater China","East Asia","No",816636,"POINT (120.47 22.6558)","Yes","Yes",6,99,0,0,1,0,0,0,0,1,"Yes",5,"In progress","Yes","Regional or country specific methodology","Decreased","Not intending to undertake","In progress","Base year emissions (absolute) target","Yes","Yes","Yes",0.06,46.11,33.23,0,3.19,11.79,2.1,1.33,1.51,0.68,5.38,"In progress",6.3,12,0.7,77,4,"Yes","Yes",55.04,"Yes",22.6558,120.47,"TWN"
"187",2020,49334,"City of Richmond, VA","Richmond, VA","United States of America","North America","No",230436,"POINT (-77.436 37.5407)","Yes","In progress",5,79,0,1,0,0,1,0,0,2,"Yes",8,"Intending to undertake in the next 2 years","Yes","ICLEI","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",4.9,9.3,52.6,0,0.5,30.9,1,0,0.8,0,1.3,"Intending to undertake in the next 2 years",5.2,1.9,6.1,70.7,5.7,"No","Yes",100,"Yes",37.5407,-77.436,"USA"
"188",2020,49334,"City of Richmond, VA","Richmond, VA","United States of America","North America","No",230436,"POINT (-77.436 37.5407)","Yes","In progress",5,79,0,1,0,0,1,0,0,2,"Yes",8,"Intending to undertake in the next 2 years","Yes","ICLEI","Decreased","Not intending to undertake","Not intending to undertake","Fixed level target","Yes","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",4.9,9.3,52.6,0,0.5,30.9,1,0,0.8,0,1.3,"Intending to undertake in the next 2 years",5.2,1.9,6.1,70.7,5.7,"No","Yes",100,"Yes",37.5407,-77.436,"USA"
"189",2020,31181,"City of Philadelphia","Philadelphia","United States of America","North America","No",1555072,"POINT (-75.1638 39.9523)","Yes","Yes",4,48,0,1,0,0,1,0,0,2,"Yes",4,"Yes","Yes","GPC","Decreased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",1.9,17.6,38,0,0.9,39.7,0.2,0.3,0.4,1,2.3,"Yes",25.3,2.1,4.9,59.4,8.3,"No","No",100,"Yes",39.9523,-75.1638,"USA"
"190",2020,50378,"Municipalidad de San José","San José","Costa Rica","Latin America","No",344851,"POINT (9.9326 -84.0796)","Yes","Yes",4,49,0,0,1,1,0,0,0,2,"Do not know",14,"Yes","Yes","Regional or country specific methodology","Increased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",0.64,0,0,13.37,69.18,0,0.85,0,0.08,15.88,98.51,"Not intending to undertake",26,1,9,27,36,"Yes","Do not know",100,"Yes",9.9281,-84.0907,"CRI"
"191",2020,50392,"Prefeitura de Vitória","Vitória","Brazil","Latin America","No",327801,"POINT (-40.3776 -20.3338)","Intending to incorporate in the next 2 years","Yes",13,173,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"Yes","Yes","GPC","Increased","Do not know","Do not know","No target","Yes","Yes","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",100,"In progress",-20.3338,-40.3776,"BRA"
"192",2020,59151,"City of Akureyri","Akureyri","Iceland","Europe","No",19025,"POINT (-18.1262 65.6885)","Yes","Yes",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Fixed level target","Intending to undertake in the next 2 years","Yes","Yes",0,0,0,30.88,69.07,0,0.01,0,0,0.04,99.99,"Not intending to undertake",NA,NA,NA,NA,NA,"No","Yes",100,"Intending to undertake in next 2 years",65.6885,-18.1262,"ISL"
"193",2020,11315,"City of Manchester","","United Kingdom of Great Britain and Northern Ireland","Europe","No",563200,"","Yes","In progress",7,48,0,1,1,0,0,0,0,2,"Yes",4,"Intending to undertake in the next 2 years","Yes","2006 IPCC Guidelines","Decreased","Intending to undertake in the next 2 years","Yes","Fixed level target","Intending to undertake in the next 2 years","Yes","Yes",4.7,35.4,28.2,0.8,1.3,22.3,1,0,1,5.3,8.4,"Yes",61.18,1.96,NA,23.66,13.2,"No","Yes",100,"Not intending to undertake",53.4794,-2.2453,"GBR"
"194",2020,826450,"Durham County Council","","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",523500,"","In progress","Do not know",2,18,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Yes","GPC","Decreased","Do not know","Do not know","Fixed level target","Yes","Yes","Not intending to undertake",8.91,4.79,38.75,0,1.54,17.74,0.29,7.07,1.47,19.44,22.45,"Not intending to undertake",NA,NA,NA,NA,NA,"Yes",NA,100,"Not intending to undertake",54.67648875,-1.67653405112204,"GBR"
"195",2020,826450,"Durham County Council","","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",523500,"","In progress","Do not know",2,18,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Yes","GPC","Decreased","Do not know","Do not know","Base year emissions (absolute) target","Yes","Yes","Not intending to undertake",8.91,4.79,38.75,0,1.54,17.74,0.29,7.07,1.47,19.44,22.45,"Not intending to undertake",NA,NA,NA,NA,NA,"Yes",NA,100,"Not intending to undertake",54.67648875,-1.67653405112204,"GBR"
"196",2020,840529,"Ayuntamiento de Victoria (Tamaulipas)","","Mexico","Latin America","No",346029,"","In progress","Yes",3,45,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","In progress","2006 IPCC Guidelines",NA,NA,NA,"Base year emissions (absolute) target","Intending to undertake in the next 2 years","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","Yes",98,"Yes",23.7369,-99.1411,"MEX"
"197",2020,74671,"Kadıköy","","Turkey","Europe","Yes",482713,"POINT (29.0585 40.98)","Do not know","Yes",5,109,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",5,"Yes","Yes","2006 IPCC Guidelines","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Not intending to undertake","Yes",0,1,75,0,24,0,0,0,0,0,24,"Yes",29,5,6,20,40,"No","Do not know",100,"Not intending to undertake",40.98,29.0585,"TUR"
"198",2020,50544,"City of Aurora, IL","Aurora","United States of America","North America","No",200965,"POINT (41.7606 88.3201)","Yes","Do not know",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year emissions (absolute) target","Yes","Yes","Yes",0,8,56,0,0,0,36,0,0,0,0,NA,NA,NA,NA,NA,NA,"No","Do not know",NA,"Yes",40.7682,-74.2348,"USA"
"199",2020,50544,"City of Aurora, IL","Aurora","United States of America","North America","No",200965,"POINT (41.7606 88.3201)","Yes","Do not know",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Baseline scenario (business as usual) target","Yes","Yes","Yes",0,8,56,0,0,0,36,0,0,0,0,NA,NA,NA,NA,NA,NA,"No","Do not know",NA,"Yes",40.7682,-74.2348,"USA"
"200",2020,50544,"City of Aurora, IL","Aurora","United States of America","North America","No",200965,"POINT (41.7606 88.3201)","Yes","Do not know",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year intensity target","Yes","Yes","Yes",0,8,56,0,0,0,36,0,0,0,0,NA,NA,NA,NA,NA,NA,"No","Do not know",NA,"Yes",40.7682,-74.2348,"USA"
"201",2020,58591,"City of Greenbelt, MD","","United States of America","North America","No",23000,"","Yes","Do not know",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Yes","ICLEI","Decreased",NA,"Not intending to undertake","Base year emissions (absolute) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9953,-76.8885,"USA"
"202",2020,74508,"City of Winona, MN","Winona","United States of America","North America","No",26594,"POINT (-91.6663 44.0554)","Yes","Intending to undertake in the next 2 years",4,25,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Intending to undertake in the next 2 years","Yes","Other","Decreased","Not intending to undertake","Do not know","Fixed level target","Yes","Yes","Yes",2,23,23,0,6,28,0,0,3,15,24,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No","No",99.9,"Yes",44.0554,-91.6663,"USA"
"203",2020,8242,"City of Helsinki","Helsinki","Finland","Europe","No",655395,"POINT (24.941 60.1733)","Yes","Yes",15,71,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",11,"Yes","Yes","GPC","Increased","In progress","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",18.1,7.5,5.9,0,18.6,34.7,0.3,5.5,0.3,9.1,28,"Yes",33,11,1,19,36,"Yes","Yes",99.99,"Yes",60.1733,24.941,"FIN"
"204",2020,60394,"Gobierno Autónomo Municipal de Tarija","Tarija","Bolivia (Plurinational State of)","Latin America","No",261188,"POINT (-63.4884 -21.2666)","Intending to incorporate in the next 2 years","Yes",7,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Baseline scenario (business as usual) target","Yes","Intending to undertake in the next 2 years","Do not know",NA,NA,60,NA,2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",90,"In progress",-21.2666,-63.4884,"BOL"
"205",2020,74695,"Sandnes kommune","","Norway","Europe","Yes",79559,"","Yes","Yes",1,25,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Yes","Yes","Regional or country specific methodology","Decreased","Do not know","Yes","No target","In progress","Yes","Intending to undertake in the next 2 years",0,0,0,0,0,0,0,0,0,0,0,"Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"No",NA,100,"In progress",58.85,5.7333,"NOR"
"206",2020,70005,"Tauragė","Taurage","Lithuania","Europe","No",38500,"POINT (22.2897 55.2522)","In progress","Not intending to undertake",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not intending to undertake","Not intending to undertake",NA,NA,NA,NA,"Base year intensity target","Do not know","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",99,"Intending to undertake in next 2 years",55.2522,22.2897,"LTU"
"207",2020,841269,"Municipalidad de Montecarlo","","Argentina","Latin America","No",25845,"","Intending to incorporate in the next 2 years","Yes",3,50,NA,NA,NA,NA,NA,NA,NA,NA,"No",19,"Yes","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Baseline scenario (business as usual) target","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.85,-64.5167,"ARG"
"208",2020,54119,"City of Palo Alto","Palo Alto","United States of America","North America","No",67082,"POINT (-122.143 37.4419)","Yes","Yes",5,73,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",3,"Yes","Yes","ICLEI","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",11,0,0,0,40,0,0,21,17,11,68,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",37.4419,-122.143,"USA"
"209",2020,50568,"City of Saskatoon","Saskatoon","Canada","North America","No",275242,"POINT (-106.67 52.1332)","Yes","Yes",8,111,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",3,"In progress","Yes","GPC","Increased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0,31,45,0,18,0,0,1,0,5,23,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Not intending to undertake",52.1332,-106.67,"CAN"
"210",2020,73680,"Carcarana","","Argentina","Latin America","No",16432,"",NA,"Intending to undertake in the next 2 years",12,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Yes","GPC",NA,NA,"Not intending to undertake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.1667,-58.9167,"ARG"
"211",2020,3203,"City of Chicago","Chicago","United States of America","North America","No",2705994,"POINT (-87.6298 41.8781)","Yes","Yes",6,57,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Yes","Yes","GPC","Decreased","Do not know","Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",0,26,34,0,2,34,0,1,0,3,5,"Yes",28.3,1.8,5.2,59.1,5.6,"No","Do not know",100,"Yes",41.8781,-87.6298,"USA"
"212",2020,839672,"Municipalidad Distrital de La Molina","","Peru","Latin America","Yes",140679,"","In progress","Intending to undertake in the next 2 years",2,29,0,0,1,0,0,0,0,1,"No",1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","In progress","In progress","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",NA,NA,NA,NA,NA,"Do not know","No",100,"Intending to undertake in next 2 years",-3.7852828,-80.0639827,"PER"
"213",2020,54274,"Rotorua Lakes Council","Rotorua","New Zealand","Southeast Asia and Oceania","No",71877,"","In progress","Yes",18,153,0,1,0,2,0,0,0,3,"No",9,"In progress","Yes","GPC","This is our first year of calculation","Not intending to undertake","Yes","No target","In progress","Yes","In progress",NA,NA,22,19,56,NA,NA,NA,NA,3,NA,"In progress",NA,NA,NA,NA,NA,"No","No",100,"Not intending to undertake",-38.1378,176.2514,"NZL"
"214",2020,43928,"Canberra","Canberra","Australia","Southeast Asia and Oceania","No",427000,"POINT (149.124 -35.3075)","Yes","Yes",4,87,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"Yes","Yes","2006 IPCC Guidelines","Decreased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",0,0,0,0,4,0,0,0,25,71,100,"Yes",4.3,2.4,2,77.6,13.6,"No","No",100,"Yes",-35.3075,149.124,"AUS"
"215",2020,848478,"Banyuwangi City","","Indonesia","Southeast Asia and Oceania","Yes",1745675,"","In progress","Intending to undertake in the next 2 years",2,18,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"In progress","Yes","2006 IPCC Guidelines","This is our first year of calculation","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","No target","Intending to undertake in the next 2 years","In progress","Intending to undertake in the next 2 years",NA,57,25,NA,12,NA,NA,NA,6,NA,NA,"Intending to undertake in the next 2 years",0,0,3.3,96.7,0,"No","No",100,"Intending to undertake in next 2 years",-8.195,114.3696,"IDN"
"216",2020,50358,"Gobierno Municipal de Toluca de Lerdo","","Mexico","Latin America","No",900855,"","Yes","Yes",3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Base year emissions (absolute) target","Yes",NA,"In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,92,NA,12.14831795,-86.272756143805,"MEX"
"217",2020,35993,"Singapore Government","Singapore","Singapore","Southeast Asia and Oceania","No",5640000,"POINT (103.82 1.35208)","Yes","Yes",5,64,NA,NA,NA,NA,NA,NA,NA,NA,"No",5,"Yes","Yes","2006 IPCC Guidelines","Increased","Not intending to undertake","Not intending to undertake","Fixed level target","Yes","Yes","Yes",2.39,1.08,95.74,0,0,0,0.15,0.07,0.57,0,0.57,"Yes",53,NA,4,29,14,"No","Do not know",100,"Yes",1.35208,103.82,"SGP"
"218",2020,35993,"Singapore Government","Singapore","Singapore","Southeast Asia and Oceania","No",5640000,"POINT (103.82 1.35208)","Yes","Yes",5,64,NA,NA,NA,NA,NA,NA,NA,NA,"No",5,"Yes","Yes","2006 IPCC Guidelines","Increased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",2.39,1.08,95.74,0,0,0,0.15,0.07,0.57,0,0.57,"Yes",53,NA,4,29,14,"No","Do not know",100,"Yes",1.35208,103.82,"SGP"
"219",2020,831230,"Municipality of La Marsa","La Marsa","Tunisia","Africa","No",98500,"POINT (10.3218 36.8725)","Yes","In progress",2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Not intending to undertake","In progress",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years",NA,"In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"No",NA,95,"Not intending to undertake",36.8725,10.3218,"TUN"
"220",2020,49333,"City of Louisville, KY","Louisville","United States of America","North America","No",765352,"POINT (-85.6784 38.196)","Yes","Yes",9,176,1,1,1,1,1,0,0,5,"Yes",22,"Yes","Yes","GPC","Decreased","Not intending to undertake","Not intending to undertake","Baseline scenario (business as usual) target","Yes","Yes","Yes",0,60,37,0,3,0,0,0,0,0,3,"Yes",0.22,0.06,2.22,97.28,0.22,"No","Yes",95.5,"Yes",38.196,-85.6784,"USA"
"221",2020,58357,"City of West Hollywood","West Hollywood","United States of America","North America","No",34399,"POINT (-118.362 34.09)","Yes","Yes",4,62,0,1,0,0,0,2,0,3,"Yes",4,"In progress","Yes","ICLEI","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0,0,0,0,0,0,0,0,90,10,100,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",34.09,-118.362,"USA"
"222",2020,31110,"Roma Capitale","Roma","Italy","Europe","No",2848084,"POINT (12.2858 41.53)","Yes","Yes",8,126,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",7,"Yes","Yes","GPC","Decreased","Do not know","In progress","Base year emissions (absolute) target","In progress","Yes","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In progress",16.4,2.2,0.8,61.5,19.1,"Yes","Do not know",100,"In progress",41.53,12.2858,"ITA"
"223",2020,60236,"Municipality of Trelleborg","Trelleborg","Sweden","Europe","No",45400,"POINT (13.1569 55.3751)","Yes","Yes",3,40,0,1,0,0,0,1,0,2,"Yes",3,"Yes","Yes","Regional or country specific methodology","Decreased","Not intending to undertake","Not intending to undertake","Fixed level target","Yes","Yes","Yes",14,0,4,0,0,40,32,6,1,3,4,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",55.3751,13.1569,"SWE"
"224",2020,54696,"XIV Ayuntamiento de La Paz","La Paz","Mexico","Latin America","No",215178,"","Yes","Yes",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"In progress","Yes","Regional or country specific methodology","Increased","Yes","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",90,"In progress",21.3,-100.5167,"MEX"
"225",2020,63919,"City of Saratoga Springs, NY","Saratoga Springs","United States of America","North America","No",28212,"POINT (-73.8167 43.0333)","Yes","Intending to undertake in the next 2 years",2,32,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Fixed level target","Intending to undertake in the next 2 years","Yes","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,100,"Not intending to undertake",43.0333,-73.8167,"USA"
"226",2020,58485,"Abington Township","Abington","United States of America","North America","No",55310,"POINT (-75.1195 40.1241)","Yes","Yes",7,76,0,1,0,0,0,1,0,2,"Do not know",2,"Intending to undertake in the next 2 years","Yes","Regional or country specific methodology","Decreased","Not intending to undertake","Not intending to undertake","Base year intensity target","Intending to undertake in the next 2 years","Yes","Yes",8e-04,35.2944,24.7756,0,0.9233,33.7896,0.6259,0.7336,0.148,3.7088,4.7801,"In progress",NA,NA,NA,NA,NA,"No","Yes",100,"Intending to undertake in next 2 years",40.1241,-75.1195,"USA"
"227",2020,54082,"City of Hollywood, FL","Hollywood","United States of America","North America","No",154817,"POINT (-80.1495 26.0112)","In progress","Yes",7,97,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",5,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year emissions (absolute) target","Yes","In progress","Yes",0,2.1,72.3,0,0,22.3,0.3,1.5,1.5,0,1.5,"Yes",NA,NA,NA,NA,NA,"No","No",100,"In progress",26.0112,-80.1495,"USA"
"228",2020,35877,"City of Pittsburgh","Pittsburgh","United States of America","North America","No",301048,"POINT (-79.9959 40.4406)","Yes","Yes",6,109,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"In progress","In progress","ICLEI",NA,NA,NA,"Base year emissions (absolute) target","Yes","Yes","Yes",NA,22,8.3,NA,0.3,69.4,NA,NA,NA,NA,NA,"Yes",17.5,18,0,54.5,10,"No","Yes",100,"Yes",40.4406,-79.9959,"USA"
"229",2020,832838,"Town of Wellfleet","Wellfleet","United States of America","North America","No",3500,"POINT (-70.031 41.9305)","In progress","Yes",5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Yes","GPC",NA,NA,"Not intending to undertake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9305,-70.031,"USA"
"230",2020,35475,"City of Calgary","Calgary","Canada","North America","No",1285711,"POINT (-114.071 51.0486)","Yes","Yes",14,209,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",11,"Yes","Yes","GPC","Increased","Not intending to undertake","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",2.4,42.05,47.91,NA,2.26,NA,NA,0.4,0.026,4.95,NA,"In progress",9,1.3,0.3,73,16.4,"No","Yes",100,"Yes",51.0486,-114.071,"CAN"
"231",2020,35905,"Corporation of Chennai","Chennai","India","South and West Asia","No",7920000,"POINT (80.2425 13.0992)","Yes","Yes",1,16,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",0.6,52.5,3.4,0,4.6,5.9,0,24.2,1.2,7.6,13.4,"Yes",31,5,27,4,26,"Yes","Yes",100,"In progress",13.0992,80.2425,"IND"
